timestamp,open,high,low,close,volume,quote_volume,symbol,exchange,interval
2025-11-12 02:51:00+00:00,154207000.0,154207000.0,154175000.0,154176000.0,0.24141113,37220298.74344,BTC-KRW,upbit,1m
2025-11-12 02:52:00+00:00,154176000.0,154300000.0,154175000.0,154300000.0,0.34163216,52706955.48834,BTC-KRW,upbit,1m
2025-11-12 02:53:00+00:00,154318000.0,154318000.0,154185000.0,154317000.0,1.0871135,167637835.91525,BTC-KRW,upbit,1m
2025-11-12 02:54:00+00:00,154317000.0,154317000.0,154185000.0,154317000.0,0.29348342,45268005.80032,BTC-KRW,upbit,1m
2025-11-12 02:55:00+00:00,154317000.0,154373000.0,154316000.0,154373000.0,0.1415048,21838369.71851,BTC-KRW,upbit,1m
2025-11-12 02:56:00+00:00,154373000.0,154395000.0,154277000.0,154277000.0,0.41488038,64045771.63023,BTC-KRW,upbit,1m
2025-11-12 02:57:00+00:00,154348000.0,154378000.0,154313000.0,154372000.0,0.05776851,8915147.27034,BTC-KRW,upbit,1m
2025-11-12 02:58:00+00:00,154373000.0,154395000.0,154313000.0,154313000.0,0.285539,44078825.86271,BTC-KRW,upbit,1m
2025-11-12 02:59:00+00:00,154390000.0,154395000.0,154314000.0,154317000.0,0.08795835,13575659.34635,BTC-KRW,upbit,1m
2025-11-12 03:00:00+00:00,154315000.0,154392000.0,154313000.0,154313000.0,0.24645327,38032900.01787,BTC-KRW,upbit,1m
2025-11-12 03:01:00+00:00,154317000.0,154395000.0,154313000.0,154395000.0,0.60943623,94086537.34229,BTC-KRW,upbit,1m
2025-11-12 03:02:00+00:00,154395000.0,154395000.0,154393000.0,154395000.0,0.15579974,24054649.15577,BTC-KRW,upbit,1m
2025-11-12 03:03:00+00:00,154395000.0,154395000.0,154364000.0,154364000.0,0.37765004,58305928.40049,BTC-KRW,upbit,1m
2025-11-12 03:04:00+00:00,154395000.0,154395000.0,154364000.0,154364000.0,0.12851968,19841813.17412,BTC-KRW,upbit,1m
2025-11-12 03:05:00+00:00,154393000.0,154410000.0,154370000.0,154385000.0,0.59458586,91799861.48144,BTC-KRW,upbit,1m
2025-11-12 03:06:00+00:00,154384000.0,154429000.0,154384000.0,154429000.0,0.16142715,24923049.02461,BTC-KRW,upbit,1m
2025-11-12 03:07:00+00:00,154442000.0,154443000.0,154410000.0,154443000.0,0.30704693,47418765.21134,BTC-KRW,upbit,1m
2025-11-12 03:08:00+00:00,154443000.0,154471000.0,154411000.0,154471000.0,0.17411353,26892725.08747,BTC-KRW,upbit,1m
2025-11-12 03:09:00+00:00,154471000.0,154471000.0,154413000.0,154470000.0,0.264492,40855317.94354,BTC-KRW,upbit,1m
2025-11-12 03:10:00+00:00,154470000.0,154470000.0,154416000.0,154470000.0,0.12369868,19106632.7318,BTC-KRW,upbit,1m
2025-11-12 03:11:00+00:00,154470000.0,154470000.0,154411000.0,154411000.0,0.26789036,41366550.72474,BTC-KRW,upbit,1m
2025-11-12 03:12:00+00:00,154468000.0,154468000.0,154412000.0,154415000.0,0.10293257,15897265.56808,BTC-KRW,upbit,1m
2025-11-12 03:13:00+00:00,154468000.0,154468000.0,154415000.0,154468000.0,0.7125955,110070054.87506,BTC-KRW,upbit,1m
2025-11-12 03:14:00+00:00,154468000.0,154470000.0,154415000.0,154470000.0,0.26896814,41543008.69631,BTC-KRW,upbit,1m
2025-11-12 03:15:00+00:00,154470000.0,154471000.0,154468000.0,154468000.0,0.58833541,90879958.73325,BTC-KRW,upbit,1m
2025-11-12 03:16:00+00:00,154470000.0,154471000.0,154415000.0,154458000.0,0.10167865,15704021.14975,BTC-KRW,upbit,1m
2025-11-12 03:17:00+00:00,154458000.0,154471000.0,154413000.0,154471000.0,4.31469472,666483210.47299,BTC-KRW,upbit,1m
2025-11-12 03:18:00+00:00,154471000.0,154490000.0,154471000.0,154490000.0,0.75571017,116736909.86173,BTC-KRW,upbit,1m
2025-11-12 03:19:00+00:00,154490000.0,154515000.0,154487000.0,154515000.0,1.42443594,220074973.63791,BTC-KRW,upbit,1m
2025-11-12 03:20:00+00:00,154515000.0,154528000.0,154500000.0,154528000.0,0.16831069,26007105.34194,BTC-KRW,upbit,1m
