btc_equity,sol_equity,portfolio_equity,btc_exposure,sol_exposure
8964226.102446053,2002819.0970661568,10967045.19951221,8.125,0.0
8960193.033997932,2002819.0970661568,10963012.131064089,8.125,0.0
8964211.351714684,2002819.0970661568,10967030.44878084,8.125,0.0
8967381.233204542,2002819.0970661568,10970200.330270698,8.125,0.0
8951748.832898656,2002819.0970661568,10954567.929964812,81.25,0.0
9021385.557867141,2002819.0970661568,11024204.654933298,81.25,0.0
8997865.534721604,2002819.0970661568,11000684.63178776,100.0,0.0
8957769.691661524,2002819.0970661568,10960588.78872768,81.25,0.0
8974317.338230921,2002819.0970661568,10977136.435297078,16.25,0.0
8972799.756064024,2002819.0970661568,10975618.85313018,16.25,0.0
8955491.265946815,2002819.0970661568,10958310.363012971,16.25,0.0
8960219.441679748,2002819.0970661568,10963038.538745904,8.125,0.0
8959442.383418376,2002819.0970661568,10962261.480484532,8.125,0.0
8962528.84427686,2002819.0970661568,10965347.941343017,8.125,0.0
8958793.834579779,2002819.0970661568,10961612.931645935,16.25,0.0
8959360.97200028,2002819.0970661568,10962180.069066437,8.125,0.0
8961229.525841331,2002819.0970661568,10964048.622907488,8.125,0.0
8960092.187078228,2002819.0970661568,10962911.284144385,16.25,0.0
8954883.458324581,2002819.0970661568,10957702.555390738,16.25,0.0
8944719.891456544,2002819.0970661568,10947538.988522701,8.125,0.0
8946190.704148779,2002819.0970661568,10949009.801214935,16.25,0.0
8942436.572492698,2002819.0970661568,10945255.669558855,16.25,0.0
8934151.047479125,2002819.0970661568,10936970.144545281,16.25,0.0
8941133.113993144,2002819.0970661568,10943952.2110593,8.125,0.0
8930542.31753532,2002819.0970661568,10933361.414601477,16.25,0.0
8913939.98145663,2002819.0970661568,10916759.078522786,2.03125,0.0
8913774.475622287,2002819.0970661568,10916593.572688444,1.2306434396799353,0.0
8913929.26171302,2002819.0970661568,10916748.358779177,0.8680955665898616,0.0
8914061.392785883,2002819.0970661568,10916880.48985204,2.03125,0.0
8915621.676227417,2002819.0970661568,10918440.773293573,2.03125,0.0
8919438.99580441,2002819.0970661568,10922258.092870567,11.875,0.0
8927018.907835938,2002819.0970661568,10929838.004902095,11.875,0.0
8924920.296962997,2002819.0970661568,10927739.394029154,11.875,0.0
8927657.532809198,2002819.0970661568,10930476.629875354,11.875,0.0
8916357.117777534,2002819.0970661568,10919176.21484369,11.875,0.0
8912318.199854521,2002819.0970661568,10915137.296920678,11.875,0.0
8914336.216168415,2002819.0970661568,10917155.313234571,11.875,0.0
8913347.437491596,2002819.0970661568,10916166.534557752,11.875,0.0
8919643.353348786,2002819.0970661568,10922462.450414943,100.0,0.0
8895646.500408662,2002819.0970661568,10898465.597474819,100.0,0.0
9102609.33147916,2002819.0970661568,11105428.428545317,16.25,0.0
9094450.988794852,2002819.0970661568,11097270.085861009,11.875,0.0
9095379.820530882,2002819.0970661568,11098198.917597039,11.875,0.0
9095379.820530882,2002819.0970661568,11098198.917597039,11.875,0.0
9094007.709183106,2002819.0970661568,11096826.806249263,100.0,0.0
9110798.784821354,2002819.0970661568,11113617.88188751,100.0,0.0
9101787.265486829,2002819.0970661568,11104606.362552986,100.0,0.0
9050533.366966246,2002819.0970661568,11053352.464032402,100.0,0.0
9079810.600245254,2002819.0970661568,11082629.69731141,11.875,0.0
9082169.972808313,2002819.0970661568,11084989.06987447,100.0,0.0
8967721.957235595,2002819.0970661568,10970541.054301752,23.75,0.0
8984221.82426957,2002819.0970661568,10987040.921335727,23.75,0.0
8974891.311682716,2002819.0970661568,10977710.408748873,23.75,0.0
8975142.655908264,2002819.0970661568,10977961.75297442,23.75,0.0
8981640.932941742,2002819.0970661568,10984460.030007899,23.75,0.0
8970974.64068871,2002819.0970661568,10973793.737754866,23.75,0.0
8973312.885523636,2002819.0970661568,10976131.982589792,23.75,0.0
8973708.154749883,2002819.0970661568,10976527.25181604,23.75,0.0
8983480.27197441,2002819.0970661568,10986299.369040567,23.75,0.0
8975147.518527808,2002819.0970661568,10977966.615593964,23.75,0.0
8971593.092528628,2002819.0970661568,10974412.189594785,23.75,0.0
8978138.410077076,2002819.0970661568,10980957.507143233,23.75,0.0
8973728.472377134,2002819.0970661568,10976547.569443291,23.75,0.0
8965141.79812795,2002819.0970661568,10967960.895194106,23.75,0.0
8961714.875316048,2002819.0970661568,10964533.972382205,23.75,0.0
8947912.841046285,2002819.0970661568,10950731.938112441,23.75,0.0
8925777.730107034,2002819.0970661568,10928596.82717319,11.875,0.0
8928409.394286154,2002819.0970661568,10931228.49135231,11.875,0.0
8927224.432189828,2002819.0970661568,10930043.529255984,11.875,0.0
8920122.359488461,2002819.0970661568,10922941.456554618,2.96875,0.0
8922132.056116326,2002819.0970661568,10924951.153182482,2.96875,0.0
8921025.484789118,2002819.0970661568,10923844.581855275,2.96875,0.0
8921615.388753306,2002819.0970661568,10924434.485819463,2.96875,0.0
8920308.26313227,2002819.0970661568,10923127.360198427,11.875,0.0
8909872.843748227,2002819.0970661568,10912691.940814383,11.875,0.0
8908681.367141552,2002819.0970661568,10911500.464207709,2.0527809479670607,0.0
8906894.696512548,2002819.0970661568,10909713.793578705,11.875,0.0
8901544.91140788,2002819.0970661568,10904364.008474037,2.96875,0.0
8903576.136650544,2002819.0970661568,10906395.2337167,2.96875,0.0
8900556.511947157,2002819.0970661568,10903375.609013313,11.875,0.0
8908838.518879678,2002819.0970661568,10911657.615945835,2.96875,0.0
8910814.455925008,2002819.0970661568,10913633.552991165,11.875,0.0
8908081.177317714,2002819.0970661568,10910900.27438387,23.75,0.0
8916126.849054558,2002819.0970661568,10918945.946120715,16.25,0.0
8924328.276494188,2002819.0970661568,10927147.373560345,16.25,0.0
8918164.997665653,2002819.0970661568,10920984.09473181,8.125,0.0
8914258.636828275,2002819.0970661568,10917077.733894432,8.125,0.0
8912730.561155664,2002819.0970661568,10915549.65822182,8.125,0.0
8907247.334734224,2002819.0970661568,10910066.43180038,16.25,0.0
8910887.541556962,2002819.0970661568,10913706.638623118,16.25,0.0
8908449.89689928,2002819.0970661568,10911268.993965436,16.25,0.0
8910077.734815199,2002819.0970661568,10912896.831881355,16.25,0.0
8893868.455226837,2002819.0970661568,10896687.552292993,16.25,0.0
8914863.527725203,2002819.0970661568,10917682.62479136,8.125,0.0
8906538.624942297,2002819.0970661568,10909357.722008454,8.125,0.0
8906782.174584927,2002819.0970661568,10909601.271651084,8.125,0.0
8905769.861171413,2002819.0970661568,10908588.95823757,8.125,0.0
8904884.45132474,2002819.0970661568,10907703.548390897,8.125,0.0
8904296.688099338,2002819.0970661568,10907115.785165494,16.25,0.0
8904401.683515893,2002819.0970661568,10907220.78058205,8.125,0.0
8910805.661616988,2002819.0970661568,10913624.758683145,16.25,0.0
8905896.132207744,2002819.0970661568,10908715.2292739,16.25,0.0
8903573.40104749,2002819.0970661568,10906392.498113647,16.25,0.0
8904442.628987256,2002819.0970661568,10907261.726053413,16.25,0.0
8912823.091319658,2002819.0970661568,10915642.188385814,16.25,0.0
8910816.241129644,2002819.0970661568,10913635.3381958,16.25,0.0
8910917.994822066,2002819.0970661568,10913737.091888223,16.25,0.0
8912825.7424945,2002819.0970661568,10915644.839560656,16.25,0.0
8913560.041844303,2002819.0970661568,10916379.13891046,8.125,0.0
8915756.42959849,2002819.0970661568,10918575.526664646,8.125,0.0
8915068.575290151,2002819.0970661568,10917887.672356308,16.25,0.0
8917930.514918014,2002819.0970661568,10920749.611984171,16.25,0.0
8917368.074335018,2002819.0970661568,10920187.171401175,11.875,0.0
8932208.372372515,2002819.0970661568,10935027.469438672,11.875,0.0
8945622.45438751,2002819.0970661568,10948441.551453667,11.875,0.0
8967151.300282542,2002819.0970661568,10969970.397348698,100.0,0.0
9005198.587607913,2002819.0970661568,11008017.68467407,100.0,0.0
8985259.348425254,2002819.0970661568,10988078.44549141,100.0,0.0
8999972.917672845,2002819.0970661568,11002792.014739001,100.0,0.0
8986580.922280774,2002819.0970661568,10989400.01934693,100.0,0.0
8953249.72893117,2002819.0970661568,10956068.825997327,100.0,0.0
8995160.965188393,2002819.0970661568,10997980.06225455,100.0,0.0
8961234.777546497,2002819.0970661568,10964053.874612654,100.0,0.0
8669588.590874974,2002819.0970661568,10672407.68794113,100.0,0.0
8708914.488920795,2002819.0970661568,10711733.585986951,9.75,0.0
8704189.43325275,2002819.0970661568,10707008.530318907,8.125,0.0
8707721.206083432,2002819.0970661568,10710540.303149588,4.875,0.0
8706848.530172555,2002819.0970661568,10709667.627238711,8.125,0.0
8694824.169430107,2002819.0970661568,10697643.266496263,4.875,0.0
8698760.459759602,2002819.0970661568,10701579.556825759,4.875,0.0
8707393.205702523,2002819.0970661568,10710212.30276868,4.875,0.0
8705806.276525788,2002819.0970661568,10708625.373591945,2.03125,0.0
8707136.157660766,2002819.0970661568,10709955.254726922,1.21875,0.0
8705164.303846786,2002819.0970661568,10707983.400912942,8.125,0.0
8710235.250637772,2002819.0970661568,10713054.347703928,9.75,0.0
8709905.619504487,2002819.0970661568,10712724.716570644,8.125,0.0
8708497.280256486,2002819.0970661568,10711316.377322642,16.25,0.0
8708761.557172183,2002819.0970661568,10711580.65423834,16.25,0.0
8718858.60517721,2002819.0970661568,10721677.702243367,8.125,0.0
8716948.769217543,2002819.0970661568,10719767.8662837,8.125,0.0
8714405.671240695,2002819.0970661568,10717224.768306851,16.25,0.0
8712629.97855427,2002819.0970661568,10715449.075620426,16.25,0.0
8719453.355237808,2002819.0970661568,10722272.452303965,16.25,0.0
8720152.634598074,2002819.0970661568,10722971.731664231,8.125,0.0
8720420.833153177,2002819.0970661568,10723239.930219334,16.25,0.0
8725293.356718702,2002819.0970661568,10728112.453784859,16.25,0.0
8727605.960657783,2002819.0970661568,10730425.05772394,8.125,0.0
8725953.39566259,2002819.0970661568,10728772.492728747,8.125,0.0
8724574.861510022,2002819.0970661568,10727393.958576178,16.25,0.0
8726960.470244806,2002819.0970661568,10729779.567310963,16.25,0.0
8716933.92893363,2002819.0970661568,10719753.025999786,16.25,0.0
8703118.1982874,2002819.0970661568,10705937.295353556,16.25,0.0
8718339.338585893,2002819.0970661568,10721158.43565205,4.875,0.0
8724422.646021375,2002819.0970661568,10727241.743087532,16.25,0.0
8731119.877430886,2002819.0970661568,10733938.974497043,8.125,0.0
8760311.378408205,2002819.0970661568,10763130.475474361,8.125,0.0
8757672.577711463,2002819.0970661568,10760491.67477762,81.25,0.0
8752477.878257535,2002819.0970661568,10755296.975323692,81.25,0.0
8736533.06177676,2002819.0970661568,10739352.158842916,81.25,0.0
8723193.60412321,2002819.0970661568,10726012.701189367,81.25,0.0
8775049.480055982,2002819.0970661568,10777868.577122139,81.25,0.0
8770082.91652435,2002819.0970661568,10772902.013590507,81.25,0.0
8645091.220769033,2002819.0970661568,10647910.31783519,81.25,0.0
8653262.576294271,2002819.0970661568,10656081.673360428,48.75,0.0
8624378.152464326,2002819.0970661568,10627197.249530483,48.75,0.0
8602065.522176864,2002819.0970661568,10604884.61924302,4.875,0.0
8600821.802920306,2002819.0970661568,10603640.899986463,4.875,0.0
8607771.702642143,2002819.0970661568,10610590.7997083,4.875,0.0
8617005.594422372,2002819.0970661568,10619824.691488529,9.75,0.0
8616476.219789395,2002819.0970661568,10619295.316855552,4.875,0.0
8611805.84017134,2002819.0970661568,10614624.937237497,9.75,0.0
8625388.411378952,2002819.0970661568,10628207.508445108,9.75,0.0
8629391.16132507,2002819.0970661568,10632210.258391226,4.875,0.0
8626229.713741513,2002819.0970661568,10629048.81080767,4.875,0.0
8624646.913652806,2002819.0970661568,10627466.010718962,4.875,0.0
8622495.443961024,2002819.0970661568,10625314.54102718,4.875,0.0
8620438.644743782,2002819.0970661568,10623257.741809938,48.75,0.0
8601227.954039244,2002819.0970661568,10604047.0511054,4.875,0.0
8590691.573872352,2002819.0970661568,10593510.670938509,9.75,0.0
8573171.951645786,2002819.0970661568,10575991.048711943,4.875,0.0
8567929.293773608,2002819.0970661568,10570748.390839765,4.875,0.0
8563344.347640863,2002819.0970661568,10566163.44470702,4.875,0.0
8568157.901450232,2002819.0970661568,10570976.998516388,4.875,0.0
8562339.377672888,2002819.0970661568,10565158.474739045,1.21875,0.0
8563719.900767036,2002819.0970661568,10566538.997833192,1.21875,0.0
8562717.340587229,2002819.0970661568,10565536.437653385,1.21875,0.0
8562901.71479987,2002819.0970661568,10565720.811866026,1.21875,0.0
8562453.980121708,2002819.0970661568,10565273.077187864,1.21875,0.0
8563195.125832617,2002819.0970661568,10566014.222898774,1.21875,0.0
8562458.430948514,2002819.0970661568,10565277.528014671,4.875,0.0
8562167.476803076,2002819.0970661568,10564986.573869232,4.875,0.0
8561386.323633019,2002819.0970661568,10564205.420699175,4.875,0.0
8552286.61362377,2002819.0970661568,10555105.710689927,4.875,0.0
8559942.198816808,2002819.0970661568,10562761.295882965,0.0,0.0
8559691.820507493,2002819.0970661568,10562510.91757365,4.875,0.0
8559113.532176081,2002819.0970661568,10561932.629242238,9.75,0.0
8553991.190947944,2002819.0970661568,10556810.2880141,9.75,0.0
8564083.797596706,2002819.0970661568,10566902.894662863,9.75,0.0
8557317.586371372,2002819.0970661568,10560136.683437528,9.75,0.0
8566412.946246106,2002819.0970661568,10569232.043312263,9.75,0.0
8561447.456114644,2002819.0970661568,10564266.5531808,9.75,0.0
8563980.640775893,2002819.0970661568,10566799.73784205,9.75,0.0
8570072.787171483,2002819.0970661568,10572891.88423764,4.875,0.0
8569593.39630812,2002819.0970661568,10572412.493374277,4.875,0.0
8569593.39630812,2002819.0970661568,10572412.493374277,4.875,0.0
8567511.296927085,2002819.0970661568,10570330.393993242,4.875,0.0
8565532.262561534,2002819.0970661568,10568351.35962769,4.875,0.0
8565467.15390811,2002819.0970661568,10568286.250974266,9.75,0.0
8563402.38968958,2002819.0970661568,10566221.486755736,9.75,0.0
8565086.845180849,2002819.0970661568,10567905.942247005,9.75,0.0
8567295.023519045,2002819.0970661568,10570114.120585201,9.75,0.0
8562932.939580288,2002819.0970661568,10565752.036646444,9.75,0.0
8568252.99401942,2002819.0970661568,10571072.091085577,4.875,0.0
8565050.255641773,2002819.0970661568,10567869.35270793,9.75,0.0
8566971.72042063,2002819.0970661568,10569790.817486787,4.875,0.0
8557327.283576624,2002819.0970661568,10560146.380642781,9.75,0.0
8557178.95194584,2002819.0970661568,10559998.049011996,4.875,0.0
8551207.245460605,2002819.0970661568,10554026.342526762,4.875,0.0
8553269.488005197,2002819.0970661568,10556088.585071353,0.0,0.0
8553206.942222066,2002819.0970661568,10556026.039288223,1.21875,0.0
8551985.824410334,2002819.0970661568,10554804.92147649,1.21875,0.0
8554196.591847148,2002819.0970661568,10557015.688913304,1.21875,0.0
8554379.257157715,2002819.0970661568,10557198.354223872,1.21875,0.0
8553890.093275711,2002819.0970661568,10556709.190341868,4.875,0.0
8554570.948576072,2002819.0970661568,10557390.045642229,4.875,0.0
8553988.08552793,2002819.0970661568,10556807.182594087,9.75,0.0
8552236.68541618,2002819.0970661568,10555055.782482337,9.75,0.0
8551319.18784542,2002819.0970661568,10554138.284911577,4.875,0.0
8551783.583033204,2002819.0970661568,10554602.68009936,4.875,0.0
8551714.629018988,2002819.0970661568,10554533.726085145,9.75,0.0
8550044.415189635,2002819.0970661568,10552863.512255792,4.875,0.0
8550367.542323427,2002819.0970661568,10553186.639389584,9.75,0.0
8551295.072067427,2002819.0970661568,10554114.169133583,9.75,0.0
8552250.524081508,2002819.0970661568,10555069.621147664,9.75,0.0
8548404.171208108,2002819.0970661568,10551223.268274264,9.75,0.0
8539225.613480277,2002819.0970661568,10542044.710546434,14.25,0.0
8535530.061480219,2002819.0970661568,10538349.158546375,4.875,0.0
8533553.072244363,2002819.0970661568,10536372.16931052,4.875,0.0
8532593.08916548,2002819.0970661568,10535412.186231637,4.875,0.0
8526109.32252883,2002819.0970661568,10528928.419594986,4.875,0.0
8520919.851899527,2002819.0970661568,10523738.948965684,0.0,0.0
8520919.851899527,2002819.0970661568,10523738.948965684,0.0,0.0
8520857.54267311,2002819.0970661568,10523676.639739266,1.21875,0.0
8518260.823031422,2002819.0970661568,10521079.920097578,1.21875,0.0
8519379.620070644,2002819.0970661568,10522198.7171368,0.0,0.0
8519317.322107172,2002819.0970661568,10522136.419173328,1.21875,0.0
8521644.015680848,2002819.0970661568,10524463.112747004,1.21875,0.0
8519826.248546073,2002819.0970661568,10522645.34561223,4.875,0.0
8524003.269874332,2002819.0970661568,10526822.366940489,0.0,0.0
8523504.615683045,2002819.0970661568,10526323.712749202,9.75,0.0
8519580.011260407,2002819.0970661568,10522399.108326564,4.875,0.0
8517418.199747864,2002819.0970661568,10520237.29681402,9.75,0.0
8521940.959516687,2002819.0970661568,10524760.056582844,9.75,0.0
8520834.404132858,2002819.0970661568,10523653.501199014,4.875,0.0
8521346.661202207,2002819.0970661568,10524165.758268364,4.875,0.0
8522783.728781145,2002819.0970661568,10525602.825847302,4.875,0.0
8520150.171021871,2002819.0970661568,10522969.268088028,9.75,0.0
8521288.437249644,2002819.0970661568,10524107.5343158,4.875,0.0
8520474.548286352,2002819.0970661568,10523293.645352509,9.75,0.0
8522389.300760793,2002819.0970661568,10525208.39782695,9.75,0.0
8520779.793794671,2002819.0970661568,10523598.890860828,9.75,0.0
8549083.734074492,2002819.0970661568,10551902.831140649,9.75,0.0
8546961.813525204,2002819.0970661568,10549780.91059136,71.25,0.0
8640929.5937076,2002819.0970661568,10643748.690773757,71.25,0.0
8593314.128050718,2002819.0970661568,10596133.225116875,71.25,0.0
8617686.961371629,2002819.0970661568,10620506.058437785,71.25,0.0
8597258.021513585,2002819.0970661568,10600077.118579742,71.25,0.0
8607052.092343235,2002819.0970661568,10609871.189409392,71.25,0.0
8609491.473091502,2002819.0970661568,10612310.570157658,71.25,0.0
8621088.639538974,2002819.0970661568,10623907.73660513,71.25,0.0
8655263.93535612,2002819.0970661568,10658083.032422276,71.25,0.0
8652889.375576494,2002819.0970661568,10655708.47264265,7.125,0.0
8656477.694792349,2002819.0970661568,10659296.791858505,7.125,0.0
8656614.212169554,2002819.0970661568,10659433.30923571,14.25,0.0
8648797.82683757,2002819.0970661568,10651616.923903726,7.125,0.0
8642576.491143024,2002819.0970661568,10645395.58820918,14.25,0.0
8648544.381146612,2002819.0970661568,10651363.478212768,14.25,0.0
8657740.423127335,2002819.0970661568,10660559.520193491,14.25,0.0
8646024.648535322,2002819.0970661568,10648843.745601479,7.125,0.0
8647852.390435182,2002819.0970661568,10650671.487501338,14.25,0.0
8658335.054008566,2002819.0970661568,10661154.151074722,14.25,0.0
8663627.053193752,2002819.0970661568,10666446.150259908,14.25,0.0
8672045.450216247,2002819.0970661568,10674864.547282403,14.25,0.0
8678617.6117702,2002819.0970661568,10681436.708836356,11.875,0.0
8675062.143360501,2002819.0970661568,10677881.240426658,11.875,0.0
8677724.92318252,2002819.0970661568,10680544.020248676,11.875,0.0
8670360.884560447,2002819.0970661568,10673179.981626604,100.0,0.0
8733140.899710491,2002819.0970661568,10735959.996776648,11.875,0.0
8716271.656594107,2002819.0970661568,10719090.753660263,100.0,0.0
8704271.345923165,2002819.0970661568,10707090.442989321,11.875,0.0
8708127.0650782,2002819.0970661568,10710946.162144357,23.75,0.0
8692677.75565355,2002819.0970661568,10695496.852719707,23.75,0.0
8719829.487658797,2002819.0970661568,10722648.584724953,23.75,0.0
8720072.807063252,2002819.0970661568,10722891.904129408,23.75,0.0
8693380.332746876,2002819.0970661568,10696199.429813033,23.75,0.0
8665539.358732646,2002819.0970661568,10668358.455798803,11.875,0.0
8669569.50194064,2002819.0970661568,10672388.599006796,11.875,0.0
8666616.160569286,2002819.0970661568,10669435.257635443,11.875,0.0
8675129.237342335,2002819.0970661568,10677948.334408492,11.875,0.0
8687454.939525964,2002819.0970661568,10690274.03659212,23.75,0.0
